Protein A,Protein B
AP2B1,SMURF1
AP2B1,TERF2IP
AP2B1,TGFBR1
AP2B1,THAP1
AP2B1,TUBGCP4
AP2M1,$ZBTB8$
AP2M1,ADRA1B
AP2M1,AQP4
AP2M1,CD22
AP2M1,CTLA4
AP2M1,DCX
AP2M1,DPPA2
AP2M1,DVL2
AP2M1,FURIN
AP2M1,FXR2
AP2M1,IKZF1
AP2M1,LAMP1
AP2M1,LY9
AP2M1,MED4
AP2M1,RRP12
AP2M1,RTDR1
AP2M1,RUNDC3A
AP2M1,TBC1D5
AP2M1,TGOLN2
AP2S1,AP2A1
AP2S1,AP2B1
AP3B1,AP3S2
AP3B1,ARF1
AP3B1,ARF6
AP3B1,ARR3
AP3B1,BUB1
AP3B1,BUB1B
AP3B1,CLTC
AP3B1,CSNK1A1
AP3B1,SLC30A3
AP3B2,AP3S1
AP3B2,CLTC
AP3B2,CSNK1A1
AP3D1,AP3S2
AP3D1,ARF1
AP3D1,ARF6
AP3D1,VAMP7
AP3M1,AQP4
AP3M1,TGOLN2
AP3S1,AP3D1
AP3S1,IRS1
AP3S1,SCARB2
AP3S2,AP3S1
AP4B1,AP4E1
AP4B1,BUB1
AP4B1,BUB1B
AP4E1,ARF1
AP4M1,ARF1
AP4M1,CACNG3
AP4M1,CD63
AP4M1,GRID2
AP4M1,LAMP2
APAF1,BCL2L1
APAF1,CASP3
APAF1,CASP8
APAF1,CYCS
APAF1,HSPA1A
APAF1,NLRP1
APBA1,APP
APBA1,CACNA1B
APBA1,CASK
APBA1,HTR2C
APBA1,NOTCH1
APBA1,PSEN1
APBA1,STX1A
APBA2,APP
APBA2,LRP1
APBA2,LRP2
APBA2,RELA
APBA3,APP
APBA3,BCR
APBB1,ABL1
APBB1,APLP1
APBB1,APLP2
APBB1,APP
APBB1,ATXN1
APBB1,ENAH
APBB1,FASLG
APBB1,LRP1
APBB1,LRP2
APBB1,PRNP
APBB1,TFCP2
APBB1,VASP
APBB1IP,EVL
APBB1IP,PFN1
APBB1IP,RAP1A
APBB1IP,VASP
APBB2,APLP2
APBB2,APP
APBB2,SMAD4
APBB2,SMURF1
APBB3,APLP2
APBB3,APP
APC,CTBP1
APC,CTNNB1
APC,GSK3B
APC,IQGAP1
APC,JUP
APC,PPP2CA
APC,TUBA4A
APC2,CTNNB1
APC2,MAPRE1
APC2,MAPRE3
APEH,KIAA0174
APEH,SHBG
APEH,TMEM62
APEH,UBA5
APEX1,ANP32C
APEX1,HDAC1
APEX2,CALCOCO2
APEX2,CCDC85B
APEX2,HOOK2
APEX2,NINL
APEX2,PCNA
APH1A,NCSTN
APH1A,PSEN1
APH1A,PSEN2
APH1A,PSENEN
APH1B,NCSTN
APH1B,PSEN1
APH1B,PSEN2
API5,FGF2
APIP,APAF1
APIP,LNX1
APLF,IRX5
APLF,LIG4
APLF,XRCC1
APLF,XRCC4
APLNR,APLN
APLP1,CDKN2C
APLP1,CRCT1
APLP1,EIF2S2
APLP1,GSTM4
APLP1,HLA-DQA1
APLP1,HSPE1
APLP1,MPHOSPH6
APLP1,NACA
APLP1,PCDHA4
APLP1,PHF10
APLP1,PNP
APLP1,SAT1
APLP1,STX5
APLP1,TCF21
APLP1,TK1
APLP1,TMSB4X
APLP1,TOE1
APLP1,TSC22D1
APLP1,UTP14A
APLP1,ZNF24
APLP2,HLA-A
APLP2,PIK3CA
APOA1,ABCA1
APOA1,APOB
APOA1,APOF
APOA1,ATP5B
APOA1,CETP
APOA1,CFHR1
APOA1,HPR
APOA1,LBP
APOA1,MAP7D1
APOA1,PCMT1
APOA1,PDE1A
APOA1,PLTP
APOA1,TNFRSF10C
APOA1,TOMM20
APOA1,TTR
APOA1BP,APOA1
APOA1BP,APOA2
APOBEC2,APOBEC1
APOBEC3C,SHBG
APOBEC3F,APOBEC3G
APOC1,APOA2
APOC2,LPL
APOD,APOA2
APOD,GRINL1A
APOE,A2M
APOE,ALB
APOE,APP
APOE,CNTF
APOE,MAPT
APOF,APOA2
APOH,F10
APOH,LPA
APOL1,APOA1
APP,ACHE
APP,CRYAB
APP,FLOT1
APP,HOMER2
APP,HOMER3
APP,MAPK8IP2
APP,NUMBL
APP,PSEN1
APP,PSEN2
APP,TGFB1
APPBP2,APP
APPBP2,AR
APPBP2,CHMP5
APPBP2,CREB3
APPBP2,EID3
APPBP2,KIF6
APPBP2,MFSD3
APPBP2,MUL1
APPBP2,PCSK5
APPBP2,RRS1
APPBP2,SLC22A6
APPBP2,SYT11
APPBP2,TBL3
APPBP2,WDR24
APPBP2,WNT5B
APPBP2,ZCCHC12
APPL1,ADIPOR1
APPL1,AKT2
APPL1,APPL2
APPL1,DCC
APPL1,FSHR
APPL1,MTA2
APPL1,PIK3CA
APPL2,MTA2
APTX,CALCOCO1
APTX,CNTROB
APTX,PARP1
APTX,TSPYL2
APTX,XRCC4
AQP1,CCDC85B
AQP1,EFEMP2
AQP1,KCTD17
AQP1,KRTAP4-12
AQP1,MDFI
AQP1,TRIP6
AQP3,PLD2
AQP5,MDFI
AR,APOL2
AR,BRCA1
AR,CALR
AR,CASP3
AR,CASP7
AR,CCND1
AR,CCNE1
AR,CCNH
AR,CDC25B
AR,CDK6
AR,CDK7
AR,COX5B
AR,CTDSP2
AR,CTNNB1
AR,DAXX
AR,EP300
AR,ESR1
AR,FLNA
AR,FOXO1
AR,GAPDH
AR,GNB2L1
AR,GRIP1
AR,GSK3B
AR,GSN
AR,GTF2F1
AR,GTF2F2
AR,GTF2H1
AR,HMGB1
AR,HSP90AA1
AR,IARS
AR,IDE
AR,IFI16
AR,IL6ST
AR,JMJD1C
AR,JUN
AR,KAT2B
AR,KDM1A
AR,KIF1A
AR,MDM2
AR,MED14
AR,NCOR2
AR,NFKB1
AR,NONO
AR,NR3C1
AR,NRIP1
AR,PIAS3
AR,POU2F1
AR,PRMT1
AR,PSMC3IP
AR,PTEN
AR,PXN
AR,RAD9A
AR,RAF1
AR,RB1
AR,RBAK
AR,RELA
AR,RUNX2
AR,SLC25A4
AR,SRC
AR,STAT3
AR,STUB1
AR,TCF4
AR,TGIF1
AR,UBE3A
AR,UXT
AR,XRCC5
AR,XRCC6
ARAF,CPS1
ARAF,CSNK2B
ARAF,HRAS
ARAF,KLHL12
ARAF,MAP2K1
ARAF,PIK3R1
ARAF,PKM2
ARAF,RABGGTB
ARAF,RRAS
AREG,UBQLN4
ARF1,ARHGAP21
ARF1,ASAP1
ARF1,C4orf14
ARF1,EEF1G
ARF1,INSR
ARF1,PICK1
ARF1,PLIN2
ARF1,WBP11
ARF3,ATN1
ARF3,PICK1
ARF4,EGFR
ARF5,RAB11FIP3
ARF6,AP1B1
ARF6,ARRB1
ARF6,ARRB2
ARF6,ATP6V0C
ARF6,CAPN1
ARF6,CHRM3
ARF6,EZR
ARF6,MPP5
ARF6,ZNF709
ARFGAP1,ARF1
ARFGAP1,COPA
ARFGAP1,CSNK1D
ARFGAP1,CYTH2
ARFGAP1,KDELR1
ARFGAP3,SMAD2
ARFGEF1,FKBP2
ARFGEF2,ARFGEF1
ARFGEF2,GABRB1
ARFGEF2,GABRB2
ARFGEF2,GABRB3
ARFGEF2,PRKAR1A
ARFGEF2,PRKAR2A
ARFGEF2,PRPF40A
ARFIP1,ARF1
ARFIP1,ARF3
ARFIP2,ARF1
ARFIP2,ARF3
ARFIP2,ARF5
ARFIP2,ARF6
ARFIP2,ITGB3BP
ARFIP2,RAC1
ARFIP2,RAC2
ARFRP1,CYTH1
ARFRP1,SMAD4
ARG1,ARG2
ARG1,NOS1
ARHGAP1,BAI2
ARHGAP1,CDC42
ARHGAP1,HMGCR
ARHGAP1,ITPR1
ARHGAP1,PIK3R1
ARHGAP1,RASA1
ARHGAP1,RHOA
ARHGAP1,SMARCD3
ARHGAP1,SRC
ARHGAP1,TUBA4A
ARHGAP1,WAS
ARHGAP10,PAK2
ARHGAP10,PKN1
ARHGAP10,PKN3
ARHGAP15,CD93
ARHGAP15,RAC1
ARHGAP15,SMURF1
ARHGAP15,TGFBR1
ARHGAP17,ABL1
ARHGAP17,BTK
ARHGAP17,CRK
ARHGAP17,CTTN
ARHGAP17,FNBP1
ARHGAP17,GRB2
ARHGAP17,LCK
ARHGAP17,PACSIN1
ARHGAP17,PIK3R1
ARHGAP17,SH3GLB1
ARHGAP17,SRC
ARHGAP18,MPP6
ARHGAP21,PTK2B
ARHGAP21,RHOA
ARHGAP26,PKN1
ARHGAP26,PTK2
ARHGAP27,SH3KBP1
ARHGAP29,PTPN13
ARHGAP29,RAP2A
ARHGAP4,NRAS
ARHGAP5,ITGA5
ARHGAP5,ITGB1
ARHGAP5,RASA1
ARHGAP8,BNIP2
ARHGAP8,CTTN
ARHGAP8,RHOA
ARHGAP9,RBPMS
ARHGAP9,SMAD9
ARHGDIA,CDC42
ARHGDIA,CDKN1B
ARHGDIA,JUP
ARHGDIA,NEDD4L
ARHGDIA,RAC2
ARHGDIA,RDX
ARHGDIA,RHOA
ARHGDIA,SH3GL3
ARHGDIA,ST3GAL4
ARHGDIA,VAV1
ARHGDIB,CDC42
ARHGDIB,EZR
ARHGDIB,RAC1
ARHGDIB,RAC2
ARHGDIB,RHOA
ARHGDIB,RHOH
ARHGDIB,VAV1
ARHGDIG,CDC42
ARHGDIG,RAC1
ARHGDIG,RHOA
ARHGDIG,RHOB
ARHGDIG,RHOG
ARHGDIG,RHOH
ARHGEF1,CD44
ARHGEF1,CNKSR1
ARHGEF1,PRKCA
ARHGEF11,GNA12
ARHGEF11,GNA13
ARHGEF11,MAP1A
ARHGEF11,MAP1B
ARHGEF11,PLXNB1
ARHGEF11,PLXNB2
ARHGEF11,PLXNB3
ARHGEF11,RHOA
ARHGEF11,SLC1A6
ARHGEF12,GNA12
ARHGEF12,GNA13
ARHGEF12,IGF1R
ARHGEF12,PLXNB1
ARHGEF12,PLXNB2
ARHGEF12,RHOA
ARHGEF15,EPHA4
ARHGEF18,GNB1
ARHGEF18,RHOA
ARHGEF2,CGN
ARHGEF2,RAC1
ARHGEF2,RHOA
ARHGEF2,RRAS2
ARHGEF2,YWHAE
ARHGEF2,YWHAG
ARHGEF2,YWHAZ
ARHGEF3,RHOA
ARHGEF3,RHOB
ARHGEF4,APC
ARHGEF4,RHOA
ARHGEF5,PLCG1
ARHGEF6,ARHGEF7
ARHGEF6,BMPR1B
ARHGEF6,PAK3
ARHGEF6,SMAD1
ARHGEF6,SMAD2
ARHGEF6,SMAD3
ARHGEF6,TGFBR1
ARHGEF6,TGFBR2
ARHGEF7,CBLB
ARHGEF7,CD244
ARHGEF7,NCK1
ARHGEF7,PAK1
ARHGEF7,PAK2
ARHGEF7,PAK3
ARHGEF7,PXN
ARHGEF7,SHANK1
ARHGEF7,SHANK2
ARHGEF7,TGFBR2
ARHGEF7,TUBB3
ARHGEF7,YWHAG
ARID1B,SMAD9
ARID1B,SMARCA2
ARID1B,SMARCA4
ARID2,CCNA1
ARID2,SMARCA4
ARID2,SMARCE1
ARID3A,BTK
ARID3A,DSP
ARID3A,E2F1
ARID3A,E2F2
ARID3A,E2F4
ARID3A,PML
ARID3A,SP100
ARID3A,TP53
ARID3A,UBE2E3
ARID3B,RB1
ARID4A,BRMS1
ARID4A,SIN3A
ARID4B,SIN3A
ARIH1,PLD1
ARIH1,UBE2L3
ARIH1,UBE2L6
ARIH2,ARAP1
ARIH2,EEF1G
ARIH2,EML4
ARIH2,KIAA1377
ARIH2,RPL8
ARIH2,WDR91
ARL1,GOLGA1
ARL1,GOLGA4
ARL14,SMURF1
ARL15,CCDC90B
ARL15,FUNDC2
ARL15,GRIPAP1
ARL15,RPL8
ARL15,UBR1
ARL2,ARL2BP
ARL2,PDE6D
ARL2BP,ARL3
ARL3,C1orf103
ARL3,GOLGA4
ARL3,PDE6D
ARL3,RP2
ARL3,TUBA1A
ARL3,UBR1
ARL3,UNC119
ARL4A,KPNA2
ARL4C,UBQLN4
ARL4D,C20orf30
ARL4D,CNPY4
ARL4D,DNAJA1
ARL4D,EIF2B1
ARL4D,EML4
ARL4D,EPRS
ARL4D,MAPK8IP3
ARL4D,NDRG1
ARL4D,PGAM1
ARL4D,PRKCSH
ARL4D,SMAD1
ARL4D,SMAD2
ARL4D,SMURF1
ARL4D,TGFBR1
ARL4D,UBR1
ARL4D,UNC119
ARL5A,KPNA2
ARL5B,SMAD4
ARL6,ARL6IP1
ARL6,ARL6IP4
ARL6,ARL6IP5
ARL6,SEC61B
ARL6IP1,ARL4D
ARL6IP1,FBXW7
ARL6IP5,CCR5
ARL6IP5,PRAF2
ARL6IP5,SLC1A1
ARL6IP6,ARL6
ARL8B,TGFBR1
ARL8B,TUBB
ARMC7,KCTD13
ARMCX2,VIM
ARNT,AHR
ARNT,ARNT2
ARNT,EP300
ARNT,ESR1
ARNT,HEY1
ARNT,HEY2
ARNT,PML
ARNT,SIM2
ARNT,SMAD9
ARNT2,HIF1A
ARNTL,AHR
ARNTL,CLOCK
ARNTL,CSNK1E
ARNTL,HLF
ARNTL,HSP90AA1
ARNTL2,CLOCK
ARNTL2,EPAS1
ARPC1B,ACTB
ARPC1B,ACTR2
ARPC1B,ARPC2
ARPC1B,ARPC4
ARPC1B,ARPC5
ARPC1B,WAS
ARPC2,ARPC4
ARPC3,ACTR3
ARPC3,ARAP1
ARPC3,OTUD5
ARPC3,THNSL2
ARPC3,WASF2
ARPC4,ACTR2
ARPC4,ACTR3
ARPC4,ARPC3
ARPC4,ARPC5
ARPC4,ARPC5L
ARPC4,RNF130
ARPC4,TH1L
ARR3,ADRB2
ARR3,CAPNS1
ARR3,CLTC
ARR3,CSNK2A1
ARR3,DVL2
ARR3,FSHR
ARR3,GNMT
ARR3,MAP2K7
ARR3,OPN1MW
ARR3,OPN4
ARR3,PTAFR
ARR3,RCOR2
ARR3,RHO
ARR3,RNASE6
ARR3,SRC
ARR3,ZNF496
ARRB1,GNMT
ARRB1,HCK
ARRB1,NFKBIA
ARRB1,ZBTB43
ARRB2,ADRB2
ARRB2,AGTR1
ARRB2,AP2M1
ARRB2,CXCR4
ARRB2,DVL2
ARRB2,FZD4
ARRB2,MED8
ARRB2,NDUFS7
ARRB2,NFKBIA
ARRB2,SLC9A5
ARRB2,SMARCC2
ARRB2,STC2
ARSA,BMPR2
ARSA,GAL3ST1
ARSE,C19orf6
ARSE,COQ6
ARSE,NDN
ARSE,TNK2
ARSF,SNRNP70
ART1,PDGFB
ARVCF,CDH1
ARVCF,CDH15
ARVCF,CDH2
ASAH1,SETDB1
ASAH1,SMPD1
ASAH1,TSC22D1
ASAP1,HCK
ASAP1,PACSIN3
ASAP1,PTK2
ASAP1,PTK2B
ASAP1,PXN
ASAP1,REPS2
ASAP1,SH3KBP1
ASAP1,SRC
ASAP2,ARF1
ASAP2,ARF5
ASAP2,ARF6
ASAP2,PACSIN3
ASAP2,PTK2B
ASAP2,PXN
ASAP2,RAN
ASAP2,REPS2
ASAP2,SH3KBP1
ASAP3,ARF6
ASB2,SMAD9
ASB4,HIF1AN
ASB6,SH2B2
ASB9,HIF1AN
ASCC1,ASCC3
ASCC2,TRIP4
ASCC3,TRIP4
ASCL1,EP300
ASCL2,CALM1
ASCL2,CALM2
ASCL2,CALM3
ASCL3,GTF2A1L
ASCL3,MYOD1
ASCL4,TCF12
ASF1A,CHAF1A
ASF1A,CHAF1B
ASF1A,H3F3A
ASF1A,HIRA
ASF1A,HIST1H3C
ASF1A,HIST1H4F
ASF1A,HIST4H4
ASF1A,ST13
ASF1A,TAF1
ASF1A,TLK1
ASF1A,TLK2
ASF1A,VPS28
ASF1B,ASF1A
ASF1B,CHAF1A
ASF1B,CHAF1B
ASF1B,H3F3A
ASF1B,HIST1H3C
ASF1B,HIST1H4F
ASF1B,TAF1
ASF1B,TLK1
ASF1B,TLK2
ASGR2,ASGR1
ASH2L,DPY30
ASH2L,SMAD9
ASH2L,SMURF1
ASH2L,SMURF2
ASH2L,TGFBR1
ASH2L,UNC119
ASIP,MC1R
ASIP,MC3R
ASIP,MC4R
ASL,QARS
ASNS,STRN4
ASPH,TRDN
ASPM,PLK1
ASS1,AKTIP
ASS1,ARAF
ASS1,ASCC2
ASS1,ELN
ASXL2,PRPF40A
ATAD2,ESR1
ATAD2,NCOA3
ATAD5,RAD9A
ATF1,BRCA1
ATF1,CREM
ATF1,CSNK2A2
ATF2,AR
ATF2,ATF7
ATF2,CEBPA
ATF2,CSNK2A1
ATF2,CSNK2A2
ATF2,HIST2H2BE
ATF2,NBN
ATF2,NCOA6
ATF2,UTF1
ATF3,C1orf103
ATF3,DDIT3
ATF3,FGFR3
ATF3,IGSF21
ATF3,JUN
ATF3,JUND
ATF3,NFKB1
ATF3,NUF2
ATF3,SMAD3
ATF3,TP53
ATF4,CCDC106
ATF4,CEBPB
ATF4,CEBPG
ATF4,DAPK3
ATF4,DISC1
ATF4,GPS2
ATF4,GTF2F2
ATF4,JUN
ATF4,NFE2L1
ATF4,NFE2L2
ATF4,PTCD3
ATF5,CDC34
ATF5,CEBPG
ATF5,DISC1
ATF5,GABBR1
ATF6,ATF6B
ATF6,GTF2I
ATF6,SRF
ATF6,YY1
ATF6B,MBTPS2
ATF7,FOS
ATF7,MAPK9
ATF7,PTP4A1
ATF7,TAF12
ATF7,TAF4
ATF7IP,COL4A2
ATF7IP,DISC1
ATF7IP,GTF2E2
ATF7IP,GTF2F1
ATF7IP,GTF2H1
ATF7IP,KRT7
ATF7IP,MBD1
ATF7IP,PSG3
ATF7IP,RRBP1
ATF7IP,SETDB1
ATF7IP,SMAD4
ATF7IP,SP1
ATF7IP2,MBD1
ATF7IP2,SETDB1
ATF7IP2,SP1
ATG10,ATG12
ATG10,ATG5
ATG10,ATG7
ATG12,KRTAP4-12
ATG12,PLSCR1
ATG16L1,ATG5
ATG3,ATG12
ATG3,ATG7
ATG3,GABARAP
ATG3,GABARAPL2
ATG3,MAP1LC3B
ATG4A,GABARAPL2
ATG4B,C14orf139
ATG5,ATG12
ATG7,ATG12
ATG7,GABARAP
ATL2,ARL6
ATM,ABL1
ATM,AP2B1
ATM,AP3B2
ATM,BRCA1
ATM,CHEK1
ATM,CHEK2
ATM,CREB1
ATM,E2F1
ATM,EEF1E1
ATM,EIF4EBP1
ATM,FANCD2
ATM,H2AFX
ATM,MDM2
ATM,MDM4
ATM,MRE11A
ATM,NBN
ATM,PEX5
ATM,PRKDC
ATM,RAD51
ATM,RAD9A
ATM,RBBP8
ATM,RHEB
ATM,SMC1A
ATM,STK11
ATM,TOPBP1
ATM,TP53
ATM,TP53BP1
ATM,TREX1
ATM,WRN
ATM,XPA
ATM,XRCC5
ATN1,AGRN
ATN1,ALG13
ATN1,ATRX
ATN1,BAIAP2
ATN1,BAT2
ATN1,BAT2L1
ATN1,BAT3
ATN1,CBFA2T2
ATN1,CENPJ
ATN1,CHRD
ATN1,DVL2
ATN1,ECM1
ATN1,EFCAB4B
ATN1,EFEMP1
ATN1,EFEMP2
ATN1,EWSR1
ATN1,FBLN1
ATN1,FBLN2
ATN1,FBLN5
ATN1,GAPDH
ATN1,GCC1
ATN1,GIGYF1
ATN1,GRN
ATN1,HSPG2
ATN1,JAG2
ATN1,KIAA0913
ATN1,KRT31
ATN1,KRTAP4-12
ATN1,LENG8
ATN1,LRP2
ATN1,LTBP1
ATN1,LTBP4
ATN1,LYST
ATN1,MAGI1
ATN1,MAP7D1
ATN1,MBP
ATN1,MDFI
ATN1,MEGF11
ATN1,MEGF6
ATN1,MEGF8
ATN1,MYST2
ATN1,MYST3
ATN1,MYST4
ATN1,NCK2
ATN1,NELL1
ATN1,NELL2
ATN1,NOC2L
ATN1,PCSK5
ATN1,PFKL
ATN1,PLSCR1
ATN1,PSMA3
ATN1,PSME3
ATN1,RAD54L2
ATN1,RBM10
ATN1,RBM9
ATN1,RBPMS
ATN1,RCHY1
ATN1,RERE
ATN1,RHOXF2
ATN1,RNF31
ATN1,SIAH1
ATN1,SIAH2
ATN1,SLIT1
ATN1,SPAG5
ATN1,SSPO
ATN1,STXBP4
ATN1,SYVN1
ATN1,TEP1
ATN1,TRIP6
ATN1,USP54
ATN1,WDR5
ATN1,WWP1
ATN1,WWP2
ATN1,ZMYND8
ATOH1,HMGB1
ATOX1,ATP7A
ATP1A1,ADD1
ATP1A1,EZH2
ATP1A1,FXYD7
ATP1A3,ATXN1
ATP1B1,BACE1
ATP1B1,C1orf103
ATP1B1,FXYD7
ATP2A2,IRS1
ATP2A2,IRS2
ATP2B1,CALM1
ATP2B4,PPP3CA
ATP2B4,RASSF1
ATP5A1,SHBG
ATP5B,PSME3
ATP5C1,ATP5A1
ATP5C1,ATP5B
ATP5C1,CA12
ATP5C1,CCND3
ATP5C1,CCT7
ATP5C1,CHMP2B
ATP5C1,DPP3
ATP5C1,EGFR
ATP5C1,ELOF1
ATP5C1,GDPD2
ATP5C1,ITIH2
ATP5C1,MED15
ATP5C1,MPP1
ATP5C1,NDUFB3
ATP5C1,NGEF
ATP5C1,PAWR
ATP5C1,PJA1
ATP5C1,PNO1
ATP5C1,POLA2
ATP5C1,PTN
ATP5C1,ZNF337
ATP5H,C7orf20
ATP5J2,ARL8B
ATP5J2,CCDC137
ATP5J2,CRELD1
ATP5J2,KDM1A
ATP6AP1,HBA1
ATP6AP2,REN
ATP6V0A4,PFKM
ATP6V0C,MARK3
ATP6V0E1,ATP6V1E1
ATP6V1A,TUFM
ATP6V1D,TOMM34
ATP6V1E1,ALDOA
ATP6V1E1,ATP6V1G1
ATP6V1E1,TRAF6
ATP6V1E1,XRCC6
ATP6V1F,KIAA1377
ATP6V1G2,ATP6V1E1
ATP6V1H,ATP6V1E1
ATP7A,CP
ATP7A,PDZD11
ATP7B,ATOX1
ATP7B,DCTN4
ATP7B,ZBTB16
ATPAF1,ATP5B
ATPAF2,ATP5A1
ATPAF2,ATP5B
ATPGD1,TRIP12
ATR,BRCA1
ATR,CHEK1
ATR,CHEK2
ATR,CLSPN
ATR,E2F1
ATR,EEF1E1
ATR,FLT1
ATR,KDR
ATR,MSH2
ATR,NBN
ATR,RAD17
ATR,RHEB
ATR,TP53
ATR,TREX1
ATR,XPA
ATR,XRCC5
ATRNL1,MC4R
ATRX,FAM190B
ATRX,KIAA1377
ATRX,LUC7L2
ATRX,PTN
ATRX,PTPN4
ATRX,RAD51
ATXN1,ACOT7
ATXN1,AHDC1
ATXN1,ANKHD1
ATXN1,ARID5A
ATXN1,ATP6V0D1
ATXN1,ATXN2
ATXN1,ATXN2L
ATXN1,BAT2
ATXN1,BAT2L1
ATXN1,BATF2
ATXN1,BEND2
ATXN1,BTG3
ATXN1,C11orf41
ATXN1,C17orf81
ATXN1,C1orf94
ATXN1,C2orf3
ATXN1,CCDC136
ATXN1,CCNK
ATXN1,CIC
ATXN1,CLEC4F
ATXN1,COIL
ATXN1,CPSF7
ATXN1,DAZAP2
ATXN1,DCTN3
ATXN1,DNAJA3
ATXN1,DZIP3
ATXN1,EFEMP2
ATXN1,EIF1AY
ATXN1,EIF4ENIF1
ATXN1,FAM193B
ATXN1,FAM21C
ATXN1,FAM46A
ATXN1,FAM46B
ATXN1,FAM48A
ATXN1,FAT4
ATXN1,GAPDH
ATXN1,GCA
ATXN1,GMEB2
ATXN1,GPATCH8
ATXN1,HSFX1
ATXN1,HSN2
ATXN1,IL34
ATXN1,IPO8
ATXN1,KAT5
ATXN1,KCNAB2
ATXN1,KIAA0174
ATXN1,KIAA0913
ATXN1,KIAA2026
ATXN1,KLF11
ATXN1,KLHL12
ATXN1,KLHL8
ATXN1,LDB1
ATXN1,LRSAM1
ATXN1,MED15
ATXN1,METT11D1
ATXN1,MTERFD2
ATXN1,MYO18A
ATXN1,MYST3
ATXN1,NCOR1
ATXN1,NLK
ATXN1,NUDT21
ATXN1,NUMBL
ATXN1,PHPT1
ATXN1,PIM2
ATXN1,POM121
ATXN1,PQBP1
ATXN1,PUM1
ATXN1,QRICH1
ATXN1,R3HDM1
ATXN1,R3HDM2
ATXN1,RAD54L2
ATXN1,RAPGEF4
ATXN1,RBM9
ATXN1,RBPMS
ATXN1,RHOXF2
ATXN1,RNF31
ATXN1,SAPS2
ATXN1,SAR1A
ATXN1,SETD2
ATXN1,SFRS14
ATXN1,SFRS16
ATXN1,SGMS1
ATXN1,SIX5
ATXN1,SMARCC2
ATXN1,SPEN
ATXN1,SREBF1
ATXN1,ST6GALNAC6
ATXN1,STAC2
ATXN1,TBC1D5
ATXN1,TCAP
ATXN1,TOLLIP
ATXN1,TOX4
ATXN1,TRAF2
ATXN1,TRIM32
ATXN1,TRIP6
ATXN1,TTC19
ATXN1,U2AF2
ATXN1,UBAP2L
ATXN1,UBE2E3
ATXN1,UBE2I
ATXN1,USP54
ATXN1,VSNL1
ATXN1,VSTM2L
ATXN1,WNK2
ATXN1,YWHAZ
ATXN1,YY1AP1
ATXN1,ZBTB32
ATXN1,ZC3H10
ATXN1,ZC3H7B
ATXN1,ZCCHC13
ATXN1,ZHX1
ATXN1,ZHX2
ATXN1,ZHX3
ATXN1,ZNF276
ATXN1,ZNF488
ATXN1,ZNF609
ATXN1,ZNF804A
ATXN1,ZYX
ATXN2,BAT3
ATXN2,BIN1
ATXN2,GFI1B
ATXN2,KIAA1279
ATXN2,LCP1
ATXN2,NCOA4
ATXN2,PABPC1
ATXN2,PLS3
ATXN2,SH3GL2
ATXN2,SH3GL3
ATXN2,TDRD7
ATXN2,ZNRD1
ATXN2L,EPOR
ATXN2L,MPL
ATXN3,ARHGAP19
ATXN3,C16orf70
ATXN3,CASP1
ATXN3,PICK1
ATXN3,PSMD7
ATXN3,TEX11
ATXN3,VCP
ATXN7,CRX
ATXN7,KAT2A
ATXN7,PICK1
ATXN7,PSMC1
ATXN7,TAF10
ATXN7,TP53BP2
ATXN7,TRRAP
ATXN7L1,SSPO
ATXN7L3,SECISBP2
AUP1,ITGA1
AUP1,ITGA2
AUP1,ITGA5
AUP1,ITGAM
AUP1,ITGAV
AURKA,BRCA1
AURKA,CDC25B
AURKA,GSK3B
AURKA,KIF11
AURKA,MBD3
AURKA,NDC80
AURKA,NME1
AURKA,NUF2
AURKA,TACC3
AURKA,TP53
AURKAIP1,AURKA
AURKAIP1,JUB
AURKB,1-Sep
AURKB,ANKZF1
AURKB,BIRC5
AURKB,CENPA
AURKB,DES
AURKB,HIST1H3A
AURKB,INCENP
AURKB,NDC80
AURKB,NSUN2
AURKB,NUF2
AURKB,RACGAP1
AURKB,RASA1
AURKB,TBL3
AURKB,TGFBR1
AURKC,TACC2
AVEN,APAF1
AVEN,BCL2L1
AVEN,SMURF1
AVIL,CRK
AVP,OXTR
AVPR1A,AVP
AVPR1A,PRKCA
AVPR1B,AVP
AVPR2,ARRB2
AVPR2,AVP
AVPR2,GNAS
AXIN1,ANP32A
AXIN1,APC
AXIN1,CSNK1A1
AXIN1,CSNK1E
AXIN1,CTNNB1
AXIN1,DVL1
AXIN1,DVL2
AXIN1,JUP
AXIN1,LRP5
AXIN1,PPP2CB
AXIN1,PPP2R5C
AXIN1,RNF111
AXIN1,SMAD2
AXIN1,SMAD3
AXIN1,SMAD7
AXIN1,UTP14A
AXIN2,APC
AXIN2,CTNNB1
AXL,ADAM10
AXL,CBL
AXL,GRB2
AXL,IL15RA
AXL,IL2RG
AXL,NCK2
AXL,PIK3R1
AXL,PIK3R3
AXL,PLCG1
AXL,PTPN11
AXL,RANBP9
AXL,SHC1
AXL,SHC3
AXL,SOCS1
AZGP1,ITGAV
B2M,A2M
B2M,BAT3
B2M,CALR
B2M,CD8A
B2M,PRSS23
B3GALT4,DDX19B
B3GNT2,C1GALT1C1
B4GALT1,CDC2L2
B4GALT1,TUBA4A
B4GALT1,TUBB
B4GALT3,ARL15
B9D1,EXOSC10
BACE1,APP
BACE1,BRI3
